mfgID,motusTagID,tagDeployID,lab_day_site,runID,rcv_type,antBin,pulseCount,numHits,runLen,longRun,inspectFlag,keep
67,33246,21640,"Newtowne Neck State Park, Compton, MD: 2019-05-24",58038115,SG,S,171,67,4,3,excessive burstSlop,TRUE
67,33246,21640,"Newtowne Neck State Park, Compton, MD: 2019-05-24",58038119,SG,S,171,67,7,6,excessive burstSlop,TRUE
67,33246,21640,"Newtowne Neck State Park, Compton, MD: 2019-05-24",58038121,SG,S,171,67,11,8,excessive burstSlop,TRUE
67,33246,21640,"Newtowne Neck State Park, Compton, MD: 2019-05-24",58038124,SG,E,2,56,15,11,excessive burstSlop,TRUE
67,33246,21640,"Newtowne Neck State Park, Compton, MD: 2019-05-24",58038127,SG,S,,27,8,7,excessive burstSlop,TRUE
67,33246,21640,REEDS: 2019-05-25,55201446,SG,S,5823,658,6,2,< 3 consecutive bursts,TRUE
67,33246,21640,REEDS: 2019-05-25,55201444,SG,E,8244,705,6,3,hit with high freqSD,TRUE
67,33246,21640,Wetland: 2019-05-25,61022958,SG,N,5610,4,4,2,< 3 consecutive bursts,TRUE
67,33246,21640,REEDS: 2019-05-25,55201558,SG,S,14866,328,5,2,< 3 consecutive bursts,TRUE
67,33246,21640,REEDS: 2019-05-25,55201565,SG,S,14866,328,5,5,hit with high freqSD,TRUE
67,33246,21640,REEDS: 2019-05-26,55202295,SG,E,6441,255,4,1,< 3 consecutive bursts,TRUE
67,33246,21640,REEDS: 2019-05-26,55202323,SG,E,5379,607,4,2,< 3 consecutive bursts,TRUE
67,33246,21640,REEDS: 2019-05-27,55203407,SG,S,7054,758,8,8,hit with high freqSD,TRUE
67,33246,21640,REEDS: 2019-05-27,55203515,SG,S,7054,758,11,8,hit with high freqSD,TRUE
70,33249,21643,Edisto Beach State Park: 2019-05-19,42788898,SG,E,100,3,3,3,run length of 3,TRUE
70,33249,21643,Edisto Beach State Park: 2019-05-20,42788899,SG,E,17,8,8,8,median freqsd of run > 0.05 kHz,TRUE
71,33250,21644,Fortescue: 2019-05-25,39561027,SG,E,444,596,3,3,run length of 3,TRUE
71,33250,21644,Marshlands 1: 2019-05-25,47010023,SG,(Missing),392,3,3,3,run length of 3,TRUE
71,33250,21644,Jay Drasher: 2019-05-25,59781082,SG,E,54,4,4,2,< 3 consecutive bursts,TRUE
71,33250,21644,Napanee LOSH: 2019-05-26,45772181,SG,S,98,105,103,40,excessive burstSlop,TRUE
71,33250,21644,Napanee LOSH: 2019-05-26,45772182,SG,S,862,48,6,2,< 3 consecutive bursts,TRUE
61,33251,21645,Uphill: 2019-05-23,48012934,SG,W,105,8,6,4,excessive burstSlop,TRUE
262,33887,21959,"Cape Romain NWR, SC (HQ): 2019-05-07",57979508,SG,W,4,5,5,1,< 3 consecutive bursts,TRUE
263,33888,21960,Edisto Beach State Park: 2019-05-10,42788866,SG,E,4,4,4,4,median freqsd of run > 0.05 kHz,TRUE
263,33888,21960,Forks_of_the_Credit: 2019-05-20,55104161,SG,S,443,48,48,14,median freqsd of run > 0.05 kHz,TRUE
264,33889,21961,SKID: 2019-05-13,54658917,Lotek,S,,12,4,1,< 3 consecutive bursts,TRUE
264,33889,21961,SKID: 2019-05-13,54658918,Lotek,S,,12,8,2,< 3 consecutive bursts,TRUE
264,33889,21961,Wetland: 2019-05-16,61022091,SG,W,582,80,10,9,excessive burstSlop,TRUE
264,33889,21961,Wetland: 2019-05-16,61022092,SG,W,582,80,22,20,excessive burstSlop,TRUE
264,33889,21961,REEDS: 2019-05-22,55199285,SG,S,622,266,3,3,run length of 3,TRUE
264,33889,21961,REEDS: 2019-05-23,55199955,SG,S,5055,133,7,3,excessive burstSlop,TRUE
264,33889,21961,Wetland: 2019-05-23,61022674,SG,W,2066,401,5,2,< 3 consecutive bursts,TRUE
264,33889,21961,Napanee LOSH: 2019-05-26,45772189,SG,S,,112,6,2,< 3 consecutive bursts,TRUE
264,33889,21961,Piskwamish: 2019-05-27,54634704,SG,(Missing),395,16,12,5,excessive burstSlop,TRUE
264,33889,21961,Piskwamish: 2019-05-27,54634702,SG,E,53,9,7,5,excessive burstSlop,TRUE
264,33889,21961,Piskwamish: 2019-05-27,54634709,SG,N,594,46,7,7,excessive burstSlop,TRUE
264,33889,21961,Piskwamish: 2019-05-27,54634712,SG,N,594,46,3,3,run length of 3,TRUE
264,33889,21961,Piskwamish: 2019-05-27,54634714,SG,(Missing),395,16,4,3,excessive burstSlop,TRUE
264,33889,21961,Piskwamish: 2019-05-27,54634715,SG,S,207,6,3,3,run length of 3,TRUE
264,33889,21961,Piskwamish: 2019-05-27,54634717,SG,N,594,46,16,8,excessive burstSlop,TRUE
264,33889,21961,Longridge: 2019-05-27,55114670,SG,E,1615,81,75,27,excessive burstSlop,TRUE
264,33889,21961,Longridge: 2019-05-27,55114672,SG,E,1615,81,6,1,< 3 consecutive bursts,TRUE
264,33889,21961,Longridge: 2019-07-17,55114753,SG,N,226,27,5,4,hit with high freqSD,TRUE
264,33889,21961,Longridge: 2019-07-17,55114759,SG,E,303,48,8,7,hit with high freqSD,TRUE
264,33889,21961,Longridge: 2019-07-17,55114763,SG,W,191,25,3,3,run length of 3,TRUE
264,33889,21961,Longridge: 2019-07-18,55114767,SG,W,687,81,4,2,< 3 consecutive bursts,TRUE
264,33889,21961,Longridge: 2019-07-18,55114772,SG,N,508,63,9,2,< 3 consecutive bursts,TRUE
264,33889,21961,Longridge: 2019-07-18,55114777,SG,W,687,81,10,2,< 3 consecutive bursts,TRUE
264,33889,21961,Longridge: 2019-07-18,55114778,SG,N,508,63,7,2,< 3 consecutive bursts,TRUE
264,33889,21961,Longridge: 2019-07-18,55114782,SG,N,508,63,13,2,median freqsd of run > 0.05 kHz,TRUE
264,33889,21961,Longridge: 2019-07-18,55114797,SG,N,1841,196,8,2,< 3 consecutive bursts,TRUE
264,33889,21961,Longridge: 2019-07-18,55114799,SG,E,2967,233,221,32,excessive burstSlop,TRUE
264,33889,21961,Longridge: 2019-07-20,55114812,SG,E,177,3,3,3,run length of 3,TRUE
264,33889,21961,Longridge: 2019-07-21,55114827,SG,E,274,23,11,4,hit with high freqSD,TRUE
264,33889,21961,Northbluff Point: 2019-07-23,45336426,SG,E,1365,58,54,32,excessive burstSlop,TRUE
264,33889,21961,Northbluff Point: 2019-07-23,62708947,SG,E,1365,58,54,32,excessive burstSlop,TRUE
264,33889,21961,Blue Marsh Lake SGL: 2019-07-23,55676294,SG,E,475,47,5,2,< 3 consecutive bursts,TRUE
264,33889,21961,CHDE: 2019-07-23,50818431,Lotek,N,,43,31,2,< 3 consecutive bursts,TRUE
264,33889,21961,CHDE: 2019-07-23,50818432,Lotek,S,4,53,11,1,< 3 consecutive bursts,TRUE
264,33889,21961,CHDE: 2019-07-23,50818433,Lotek,W,,29,14,2,< 3 consecutive bursts,TRUE
264,33889,21961,CHDE: 2019-07-23,50818440,Lotek,W,,29,4,2,< 3 consecutive bursts,TRUE
264,33889,21961,CHDE: 2019-07-23,50818449,Lotek,W,,29,4,2,< 3 consecutive bursts,TRUE
264,33889,21961,CHDE: 2019-07-23,50818456,Lotek,S,4,53,6,2,< 3 consecutive bursts,TRUE
264,33889,21961,SKID: 2019-07-24,54659166,Lotek,S,144,75,75,2,< 3 consecutive bursts,TRUE
266,33891,21963,"Newtowne Neck State Park, Compton, MD: 2019-05-24",58038118,SG,S,171,67,14,11,excessive burstSlop,TRUE
266,33891,21963,"Newtowne Neck State Park, Compton, MD: 2019-05-24",58038120,SG,S,171,67,26,24,excessive burstSlop,TRUE
266,33891,21963,"Newtowne Neck State Park, Compton, MD: 2019-05-24",58038122,SG,S,,27,19,12,excessive burstSlop,TRUE
266,33891,21963,Fortescue: 2019-05-25,39561041,SG,W,392,268,55,8,hit with high freqSD,TRUE
266,33891,21963,Fortescue: 2019-05-25,39561049,SG,W,3038,385,132,8,hit with high freqSD,TRUE
266,33891,21963,Fortescue: 2019-05-25,39561055,SG,W,3038,385,84,9,hit with high freqSD,TRUE
266,33891,21963,Fortescue: 2019-05-26,39561104,SG,E,7588,43,5,2,< 3 consecutive bursts,TRUE
266,33891,21963,REEDS: 2019-05-27,55203300,SG,E,20774,1573,4,2,< 3 consecutive bursts,TRUE
266,33891,21963,REEDS: 2019-05-27,55203311,SG,E,20774,1573,4,2,< 3 consecutive bursts,TRUE
266,33891,21963,REEDS: 2019-05-27,55203330,SG,S,7054,758,3,3,run length of 3,TRUE
266,33891,21963,REEDS: 2019-05-27,55203352,SG,E,20774,1573,16,6,hit with high freqSD,TRUE
266,33891,21963,Mispillion: 2019-05-28,49728465,SG,E,,3,3,3,run length of 3,TRUE
266,33891,21963,Mispillion: 2019-05-28,49728466,SG,E,41,7,3,3,run length of 3,TRUE
266,33891,21963,REEDS: 2019-05-29,55205365,SG,S,4219,206,4,2,< 3 consecutive bursts,TRUE
266,33891,21963,REEDS: 2019-05-29,55205572,SG,S,25544,68,4,2,< 3 consecutive bursts,TRUE
266,33891,21963,REEDS: 2019-05-29,55205575,SG,S,25544,68,3,3,run length of 3,TRUE
266,33891,21963,Fortescue: 2019-05-30,39561907,SG,W,2658,3,3,3,run length of 3,TRUE
266,33891,21963,Fortescue: 2019-05-31,39561909,SG,E,341,11,5,2,< 3 consecutive bursts,TRUE
266,33891,21963,Fortescue: 2019-05-31,39561915,SG,W,1880,1261,3,3,run length of 3,TRUE
266,33891,21963,Fortescue: 2019-05-31,39561975,SG,S,7438,2099,4,1,< 3 consecutive bursts,TRUE
266,33891,21963,Fortescue: 2019-05-31,39562068,SG,W,9207,2091,4,1,< 3 consecutive bursts,TRUE
266,33891,21963,Fortescue: 2019-05-31,39562071,SG,W,9207,2091,7,2,< 3 consecutive bursts,TRUE
266,33891,21963,Fortescue: 2019-05-31,39562084,SG,S,9099,1489,27,7,hit with high freqSD,TRUE
266,33891,21963,Jay Drasher: 2019-05-31,59781124,SG,E,358,112,32,7,hit with high freqSD,TRUE
266,33891,21963,Lemoine Point C.A.: 2019-06-01,58183968,SG,W,,24,6,5,excessive burstSlop,TRUE
266,33891,21963,Lemoine Point C.A.: 2019-06-01,58183969,SG,W,,24,4,3,excessive burstSlop,TRUE
268,33893,21965,Edisto Beach State Park: 2019-05-15,42788878,SG,E,35,32,11,7,median freqsd of run > 0.05 kHz,FALSE
269,33894,21966,SKID: 2019-05-21,54658940,Lotek,N,28,7,7,2,< 3 consecutive bursts,TRUE
269,33894,21966,Grain Elevator: 2019-05-25,43319819,SG,N,130,44,30,12,excessive burstSlop,TRUE
269,33894,21966,Grain Elevator: 2019-05-25,43319820,SG,E,2894,39,4,2,< 3 consecutive bursts,TRUE
269,33894,21966,Grain Elevator: 2019-05-25,43319821,SG,N,130,44,14,6,excessive burstSlop,TRUE
269,33894,21966,Grain Elevator: 2019-05-25,43319822,SG,E,2894,39,18,15,excessive burstSlop,TRUE
269,33894,21966,Grain Elevator: 2019-05-25,43319823,SG,E,2894,39,10,5,excessive burstSlop,TRUE
270,33895,21967,Seneca Meadows: 2019-05-23,55101669,Lotek,W,,8,6,2,< 3 consecutive bursts,TRUE
270,33895,21967,Piskwamish: 2019-05-24,54634634,SG,(Missing),296,142,29,10,excessive burstSlop,TRUE
270,33895,21967,Piskwamish: 2019-05-24,54634637,SG,(Missing),296,142,5,2,< 3 consecutive bursts,TRUE
270,33895,21967,Piskwamish: 2019-05-24,54634638,SG,(Missing),296,142,9,2,< 3 consecutive bursts,TRUE
270,33895,21967,Piskwamish: 2019-05-24,54634639,SG,(Missing),296,142,30,18,excessive burstSlop,TRUE
270,33895,21967,Piskwamish: 2019-05-24,54634644,SG,(Missing),296,142,7,2,< 3 consecutive bursts,TRUE
270,33895,21967,Piskwamish: 2019-05-24,54634647,SG,(Missing),296,142,9,5,excessive burstSlop,TRUE
270,33895,21967,Piskwamish: 2019-05-24,54634648,SG,(Missing),296,142,19,6,excessive burstSlop,TRUE
270,33895,21967,Piskwamish: 2019-05-24,54634649,SG,(Missing),296,142,4,2,< 3 consecutive bursts,TRUE
270,33895,21967,Piskwamish: 2019-05-24,54634654,SG,E,,11,4,3,median freqsd of run > 0.05 kHz,TRUE
271,33896,21968,Piskwamish: 2019-05-24,54634626,SG,(Missing),95,16,7,2,< 3 consecutive bursts,TRUE
271,33896,21968,Piskwamish: 2019-05-24,54634629,SG,N,1377,18,3,3,run length of 3,TRUE
271,33896,21968,Piskwamish: 2019-05-24,54634630,SG,(Missing),95,16,3,3,run length of 3,TRUE
271,33896,21968,Piskwamish: 2019-05-24,54634633,SG,(Missing),95,16,6,4,hit with high freqSD,TRUE
271,33896,21968,Piskwamish: 2019-05-24,54634664,SG,(Missing),,39,11,9,excessive burstSlop,TRUE
272,33897,21969,Edisto Beach State Park: 2019-05-10,42788867,SG,E,646,8,8,8,hit with high freqSD,TRUE
272,33897,21969,B10A Oak Tree: 2019-05-23,61325447,SG,N,362,62,5,2,< 3 consecutive bursts,TRUE
272,33897,21969,B10A Oak Tree: 2019-05-23,61325448,SG,N,362,62,9,3,excessive burstSlop,TRUE
272,33897,21969,A34 Repeater: 2019-05-23,54178596,SG,N,320,45,13,2,< 3 consecutive bursts,TRUE
272,33897,21969,Blue Marsh Lake SGL: 2019-05-23,54095894,SG,W,163,13,3,3,run length of 3,TRUE
275,33899,21971,Wetland: 2019-05-22,61022473,SG,N,7180,9,9,8,median freqsd of run > 0.05 kHz,TRUE
275,33899,21971,Wetland: 2019-05-22,61022474,SG,S,15650,3,3,3,run length of 3,TRUE
275,33899,21971,REEDS: 2019-05-23,55199619,SG,E,1746,417,4,2,< 3 consecutive bursts,TRUE
275,33899,21971,REEDS: 2019-05-23,55199622,SG,E,1746,417,3,3,run length of 3,TRUE
275,33899,21971,REEDS: 2019-05-23,55199625,SG,S,1522,559,3,3,run length of 3,TRUE
275,33899,21971,REEDS: 2019-05-23,55199624,SG,E,1746,417,3,3,run length of 3,TRUE
275,33899,21971,REEDS: 2019-05-23,55199627,SG,E,1746,417,3,3,run length of 3,TRUE
275,33899,21971,MASH: 2019-05-26,54020316,Lotek,S,16,41,41,2,< 3 consecutive bursts,TRUE
275,33899,21971,TRUS: 2019-05-26,58655624,Lotek,W,,98,98,2,< 3 consecutive bursts,TRUE
275,33899,21971,MASH: 2019-05-26,54020317,Lotek,S,284,68,8,1,< 3 consecutive bursts,TRUE
275,33899,21971,MASH: 2019-05-26,54020318,Lotek,S,284,68,15,2,< 3 consecutive bursts,TRUE
275,33899,21971,NAPA: 2019-05-26,61106966,Lotek,N,120,41,41,2,< 3 consecutive bursts,TRUE
275,33899,21971,SACH: 2019-05-26,59442839,Lotek,W,60,11,11,2,< 3 consecutive bursts,TRUE
279,33903,21975,SGL 154: 2019-05-21,58009988,SG,N,1007,5,5,2,< 3 consecutive bursts,TRUE
279,33903,21975,SGL 154: 2019-05-21,58009989,SG,W,3,8,8,2,< 3 consecutive bursts,TRUE
