mfgID,motusTagID,tagDeployID,lab_day_site,runID,rcv_type,antBin,pulseCount,numHits,runLen,longRun,inspectFlag,keep
63,33178,21572,FDSHQ: 2019-03-20,36026950,SG,W,39,6,3,3,run length of 3,TRUE
65,33180,21574,FDSHQ: 2019-03-16,36026879,SG,W,101550,29,5,3,excessive burstSlop,TRUE
65,33180,21574,FDSHQ: 2019-03-16,36026882,SG,W,359,34,3,3,run length of 3,TRUE
65,33180,21574,FDSHQ: 2019-03-21,36026966,SG,W,152,50,7,6,excessive burstSlop,TRUE
66,33181,21575,FDSHQ: 2019-03-15,36026847,SG,W,61167,27,3,3,run length of 3,TRUE
66,33181,21575,FDSHQ: 2019-03-16,36026884,SG,W,94653,36,3,3,run length of 3,TRUE
66,33181,21575,GA_SSI_DOCK: 2019-04-06,58137004,SG,(Missing),1796,29,8,8,excessive burstSlop,TRUE
66,33181,21575,Grain Elevator: 2019-05-22,43319794,SG,E,,21,8,8,excessive burstSlop,TRUE
66,33181,21575,Grain Elevator: 2019-05-22,43319795,SG,E,,21,4,3,excessive burstSlop,TRUE
66,33181,21575,Grain Elevator: 2019-05-22,43319803,SG,W,131,4,4,3,excessive burstSlop,TRUE
66,33181,21575,Grain Elevator: 2019-05-27,43319825,SG,W,3,30,30,29,excessive burstSlop,TRUE
66,33181,21575,Tower Farm: 2019-05-28,39102419,SG,N,50,7,7,2,< 3 consecutive bursts,TRUE
66,33181,21575,Brighton: 2019-05-28,50775374,SG,S,,36,36,31,excessive burstSlop,TRUE
67,33182,21576,Little Talbot: 2019-03-30,44361089,Lotek,(Missing),2712,524,4,1,flagged by motusFilter,FALSE
67,33182,21576,Little Talbot: 2019-03-30,61901863,Lotek,(Missing),2712,524,4,1,flagged by motusFilter,FALSE
67,33182,21576,UNF: 2019-04-23,51557270,Lotek,(Missing),800,82,4,1,< 3 consecutive bursts,FALSE
67,33182,21576,Olentangy Wetlands: 2019-08-07,53340672,Lotek,E,584,114,4,1,< 3 consecutive bursts,FALSE
68,33183,21577,FDSHQ: 2019-04-04,36027103,SG,W,74667,40,4,2,< 3 consecutive bursts,TRUE
68,33183,21577,FDSHQ: 2019-04-30,47018654,SG,W,97317,13,4,1,< 3 consecutive bursts,TRUE
68,33183,21577,FDSHQ: 2019-05-13,47018714,SG,W,9524,6,6,1,< 3 consecutive bursts,TRUE
68,33183,21577,FDSHQ: 2019-05-17,47018719,SG,W,485,5,5,3,median freqsd of run > 0.05 kHz,TRUE
68,33183,21577,"St. Marks NWR, FL: 2019-05-18",57516652,SG,W,35,63,63,27,excessive burstSlop,TRUE
68,33183,21577,Erie Marsh 2016: 2019-05-18,47637481,Lotek,S,12,40,4,1,< 3 consecutive bursts,TRUE
68,33183,21577,Erie Marsh 2016: 2019-05-18,47637482,Lotek,S,12,40,4,1,< 3 consecutive bursts,TRUE
68,33183,21577,Erie Marsh 2016: 2019-05-18,47637484,Lotek,S,12,40,4,1,< 3 consecutive bursts,TRUE
68,33183,21577,Erie Marsh 2016: 2019-05-18,47637485,Lotek,S,12,40,4,1,< 3 consecutive bursts,TRUE
68,33183,21577,Erie Marsh 2016: 2019-05-18,47637486,Lotek,S,12,40,4,1,< 3 consecutive bursts,TRUE
68,33183,21577,Erie Marsh 2016: 2019-05-18,47637487,Lotek,S,12,40,4,1,< 3 consecutive bursts,TRUE
69,33184,21578,"St. Marks NWR, FL: 2019-03-19",35989117,SG,W,19,3,3,3,run length of 3,TRUE
69,33184,21578,"St. Marks NWR, FL: 2019-04-06",35989122,SG,S,686,8,8,2,< 3 consecutive bursts,TRUE
69,33184,21578,Ft. Clinch: 2019-04-06,54099269,Lotek,(Missing),,30,30,10,excessive burstSlop,TRUE
69,33184,21578,GA_OSS_DOCK: 2019-05-15,39687352,SG,E,12665,7,7,4,hit with high freqSD,TRUE
69,33184,21578,"Mackay Island NWR, NC: 2019-05-22",61123970,SG,N,7,4,4,2,< 3 consecutive bursts,TRUE
69,33184,21578,Fortescue: 2019-06-02,39562704,SG,W,5688,401,3,3,run length of 3,TRUE
69,33184,21578,REEDS: 2019-06-03,55206041,SG,E,4276,3,3,3,run length of 3,TRUE
69,33184,21578,Wetland: 2019-06-04,61023512,SG,W,4898,7,5,3,hit with high freqSD,TRUE
69,33184,21578,Wetland: 2019-06-04,61023513,SG,N,3715,6,3,3,run length of 3,TRUE
69,33184,21578,Fortescue: 2019-06-06,39562891,SG,E,31,4,4,2,< 3 consecutive bursts,TRUE
69,33184,21578,Fortescue: 2019-06-07,39562955,SG,E,307,16,5,2,< 3 consecutive bursts,TRUE
69,33184,21578,CHDE: 2019-06-07,50818206,Lotek,S,,19,19,1,< 3 consecutive bursts,TRUE
69,33184,21578,CHDE: 2019-06-07,50818208,Lotek,W,,10,10,1,< 3 consecutive bursts,TRUE
69,33184,21578,Wetland: 2019-06-17,61023533,SG,W,,29,4,2,< 3 consecutive bursts,TRUE
69,33184,21578,Wetland: 2019-06-18,61023537,SG,N,2519,27,17,8,median freqsd of run > 0.05 kHz,TRUE
69,33184,21578,Wetland: 2019-06-18,61023538,SG,W,,11,11,6,hit with high freqSD,TRUE
5,33185,21579,UNF: 2019-05-08,51563356,Lotek,(Missing),832,405,4,1,flagged by motusFilter,FALSE
5,33185,21579,UNF: 2019-05-08,51563496,Lotek,(Missing),3352,245,4,1,flagged by motusFilter,FALSE
5,33185,21579,UNF: 2019-05-09,51564252,Lotek,(Missing),4768,540,4,1,flagged by motusFilter,FALSE
5,33185,21579,UNF: 2019-05-09,51565442,Lotek,(Missing),5252,980,4,1,flagged by motusFilter,FALSE
5,33185,21579,UNF: 2019-05-12,51569111,Lotek,(Missing),1840,594,4,1,flagged by motusFilter,FALSE
5,33185,21579,UNF: 2019-05-15,51571615,Lotek,(Missing),5336,450,4,1,flagged by motusFilter,FALSE
5,33185,21579,UNF: 2019-05-15,51571703,Lotek,(Missing),5336,450,4,1,flagged by motusFilter,FALSE
5,33185,21579,UNF: 2019-05-16,51572587,Lotek,(Missing),2508,194,4,1,< 3 consecutive bursts,FALSE
5,33185,21579,Little Talbot: 2019-05-20,61913598,Lotek,(Missing),6528,1289,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-05-21,61914918,Lotek,(Missing),6568,1140,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-05-25,44376103,Lotek,(Missing),3724,459,5,1,< 3 consecutive bursts,FALSE
5,33185,21579,Little Talbot: 2019-05-25,61917700,Lotek,(Missing),3724,482,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-05-25,44377207,Lotek,(Missing),4823,894,4,2,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-05-25,61918813,Lotek,(Missing),4823,957,4,2,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-05-25,44377512,Lotek,(Missing),6552,1043,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-05-25,61919129,Lotek,(Missing),6552,1092,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-05-26,44378691,Lotek,(Missing),5964,934,4,2,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-05-26,61920359,Lotek,(Missing),5964,978,4,2,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-05-27,44380523,Lotek,(Missing),5740,777,3,3,run length of 3,FALSE
5,33185,21579,Little Talbot: 2019-05-27,61922316,Lotek,(Missing),5740,827,3,3,run length of 3,FALSE
5,33185,21579,Little Talbot: 2019-05-28,44380904,Lotek,(Missing),284,402,4,2,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-05-28,61922728,Lotek,(Missing),284,437,4,2,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-05-28,44381556,Lotek,(Missing),4612,704,3,3,run length of 3,FALSE
5,33185,21579,Little Talbot: 2019-05-28,61923413,Lotek,(Missing),4612,736,3,3,run length of 3,FALSE
5,33185,21579,Little Talbot: 2019-05-30,44384024,Lotek,(Missing),4516,1056,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-05-31,61926918,Lotek,(Missing),208,753,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-05-31,44385015,Lotek,(Missing),5296,303,4,2,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-05-31,61927140,Lotek,(Missing),980,363,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-05-31,44385686,Lotek,(Missing),4236,563,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-05-31,61927683,Lotek,(Missing),4236,584,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-01,61929490,Lotek,(Missing),3384,1297,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-01,61930388,Lotek,(Missing),5664,1220,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-01,44388328,Lotek,(Missing),5664,1183,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-01,44388543,Lotek,(Missing),5664,1183,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-01,61930613,Lotek,(Missing),5664,1220,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-02,44390204,Lotek,(Missing),6388,806,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-02,61932319,Lotek,(Missing),6388,828,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-02,44390666,Lotek,(Missing),2860,530,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-02,61932793,Lotek,(Missing),2860,549,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-06,44394890,Lotek,(Missing),1960,1094,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-06,44396150,Lotek,(Missing),5068,1084,4,2,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-06,61938366,Lotek,(Missing),5068,1105,4,2,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-07,61939223,Lotek,(Missing),2072,729,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-07,44397652,Lotek,(Missing),4100,792,4,1,flagged by motusFilter,FALSE
5,33185,21579,Clear Lake: 2019-06-18,57569421,Lotek,(Missing),3220,576,4,1,flagged by motusFilter,FALSE
5,33185,21579,No Pablo: 2019-06-21,58233793,Lotek,(Missing),2628,514,4,2,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-23,44401763,Lotek,(Missing),7436,1760,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-23,61944129,Lotek,(Missing),7436,1762,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-23,61944405,Lotek,(Missing),7180,679,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-26,44405148,Lotek,(Missing),1576,590,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-26,61947512,Lotek,(Missing),1576,590,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-29,44408908,Lotek,(Missing),2104,176,5,1,< 3 consecutive bursts,FALSE
5,33185,21579,Little Talbot: 2019-06-29,61951269,Lotek,(Missing),2104,174,5,1,< 3 consecutive bursts,FALSE
5,33185,21579,Little Talbot: 2019-06-29,44409797,Lotek,(Missing),7404,1517,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-29,61952157,Lotek,(Missing),7404,1522,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-29,44409883,Lotek,(Missing),7404,1517,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-29,61952243,Lotek,(Missing),7404,1522,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-30,44410990,Lotek,(Missing),5576,1212,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-06-30,61953354,Lotek,(Missing),5576,1210,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-07-10,44418582,Lotek,(Missing),1840,564,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-07-10,61960947,Lotek,(Missing),1840,565,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-07-11,44419195,Lotek,(Missing),1648,953,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-07-11,44419515,Lotek,(Missing),8976,2311,4,2,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-07-11,61961879,Lotek,(Missing),8976,2308,4,2,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-07-11,61961980,Lotek,(Missing),8976,2308,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-07-12,44421506,Lotek,(Missing),5256,1959,4,2,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-07-12,61964291,Lotek,(Missing),5256,1974,4,1,flagged by motusFilter,FALSE
5,33185,21579,No Pablo: 2019-07-12,58236223,Lotek,(Missing),4188,1460,5,1,< 3 consecutive bursts,FALSE
5,33185,21579,No Pablo: 2019-07-12,58236719,Lotek,(Missing),7024,1783,4,1,flagged by motusFilter,FALSE
5,33185,21579,No Pablo: 2019-07-12,58237825,Lotek,(Missing),7248,1186,4,2,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-08-03,44426337,Lotek,(Missing),1392,535,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-08-03,61968765,Lotek,(Missing),1392,544,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-08-12,44428840,Lotek,(Missing),3080,1039,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-08-12,61971325,Lotek,(Missing),3080,1045,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-08-21,44432752,Lotek,(Missing),3436,967,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-08-21,61975293,Lotek,(Missing),3436,981,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-08-22,44433882,Lotek,(Missing),7576,1487,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-08-22,61976428,Lotek,(Missing),7576,1515,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-08-23,61977534,Lotek,(Missing),3316,1419,4,1,< 3 consecutive bursts,FALSE
5,33185,21579,Little Talbot: 2019-08-23,61977703,Lotek,(Missing),3316,1419,4,1,< 3 consecutive bursts,FALSE
5,33185,21579,Little Talbot: 2019-08-29,44437639,Lotek,(Missing),4136,1280,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-08-29,61980240,Lotek,(Missing),4136,1282,4,1,flagged by motusFilter,FALSE
5,33185,21579,Little Talbot: 2019-08-29,61980747,Lotek,(Missing),4136,1282,4,1,flagged by motusFilter,FALSE
6,33186,21580,FDSHQ: 2019-03-16,36026881,SG,W,15,8,4,2,< 3 consecutive bursts,TRUE
6,33186,21580,FDSHQ: 2019-03-17,36026898,SG,W,117855,12,3,3,run length of 3,TRUE
6,33186,21580,Icapui Tico's Restaurant: 2019-03-21,53382663,SG,N,3971,325,34,18,median freqsd of run > 0.05 kHz,FALSE
6,33186,21580,FDSHQ: 2019-04-30,47018649,SG,W,121931,5,3,3,run length of 3,TRUE
6,33186,21580,Washington Oaks: 2019-05-13,57517205,Lotek,(Missing),176,9,9,2,< 3 consecutive bursts,TRUE
8,33188,21582,FDSHQ: 2019-03-17,36026897,SG,W,117855,12,3,3,run length of 3,TRUE
8,33188,21582,FDSHQ: 2019-03-18,36026917,SG,W,126665,4,4,2,< 3 consecutive bursts,TRUE
8,33188,21582,FDSHQ: 2019-03-31,36027070,SG,W,4,7,3,3,run length of 3,TRUE
9,33189,21583,Albany Pine Bush Preserve Discovery Center: 2019-08-21,50767922,SG,E,24132,4,4,2,< 3 consecutive bursts,TRUE
10,33190,21584,Johnstons Point: 2019-08-22,54181195,SG,E,142,14,3,3,run length of 3,FALSE
18,33198,21592,Edisto Beach State Park: 2019-05-08,42788865,SG,E,38,6,6,6,median freqsd of run > 0.05 kHz,TRUE
18,33198,21592,Edisto Beach State Park: 2019-05-11,42788869,SG,E,276,6,6,5,median freqsd of run > 0.05 kHz,TRUE
18,33198,21592,Edisto Beach State Park: 2019-05-17,42788892,SG,E,118,3,3,3,run length of 3,TRUE
22,33202,21596,Wetland: 2019-08-01,61023570,SG,W,,16,16,16,excessive burstSlop,TRUE
22,33202,21596,Wetland: 2019-08-01,61023571,SG,N,5438,15,13,13,excessive burstSlop,TRUE
22,33202,21596,Wetland: 2019-08-06,61023583,SG,N,734,4,4,2,< 3 consecutive bursts,TRUE
22,33202,21596,Wetland: 2019-08-06,61023584,SG,N,1803,17,17,6,excessive burstSlop,TRUE
24,33204,21598,Edisto Beach State Park: 2019-05-15,42788882,SG,E,136,8,4,3,excessive burstSlop,TRUE
24,33204,21598,Edisto Beach State Park: 2019-05-16,42788883,SG,E,171,5,5,5,excessive burstSlop,TRUE
24,33204,21598,FRIS: 2019-05-23,55193598,Lotek,W,,25,25,1,< 3 consecutive bursts,TRUE
24,33204,21598,FRIS: 2019-05-23,55193600,Lotek,N,112,27,27,1,< 3 consecutive bursts,TRUE
24,33204,21598,FRIS: 2019-05-23,55193599,Lotek,E,16,4,4,1,< 3 consecutive bursts,TRUE
24,33204,21598,FRIS: 2019-05-24,55193604,Lotek,W,56,12,10,1,< 3 consecutive bursts,TRUE
24,33204,21598,CHDE: 2019-05-25,50818057,Lotek,S,,6,6,1,< 3 consecutive bursts,TRUE
24,33204,21598,FRIS: 2019-05-25,55193605,Lotek,N,96,31,27,1,< 3 consecutive bursts,TRUE
24,33204,21598,MASH: 2019-05-25,54020314,Lotek,E,,10,10,1,< 3 consecutive bursts,TRUE
24,33204,21598,MASH: 2019-05-26,54020314,Lotek,E,,10,10,1,< 3 consecutive bursts,TRUE
24,33204,21598,NAPA: 2019-05-26,61106965,Lotek,S,104,26,26,1,< 3 consecutive bursts,TRUE
24,33204,21598,MNTK: 2019-05-26,51731813,Lotek,N,64,10,10,1,< 3 consecutive bursts,TRUE
24,33204,21598,TRUS: 2019-05-26,58655622,Lotek,S,,14,14,1,< 3 consecutive bursts,TRUE
24,33204,21598,TRUS: 2019-05-26,58655623,Lotek,N,,8,8,1,< 3 consecutive bursts,TRUE
24,33204,21598,SACH: 2019-05-26,59442833,Lotek,W,8,7,4,1,< 3 consecutive bursts,TRUE
24,33204,21598,WELL: 2019-05-26,50437301,Lotek,W,,19,8,1,< 3 consecutive bursts,TRUE
24,33204,21598,WELL: 2019-05-26,50437302,Lotek,W,,19,11,1,< 3 consecutive bursts,TRUE
24,33204,21598,WELL: 2019-05-28,50437306,Lotek,S,44,10,10,1,< 3 consecutive bursts,TRUE
24,33204,21598,WELL: 2019-05-28,50437307,Lotek,N,52,13,13,1,< 3 consecutive bursts,TRUE
24,33204,21598,PKR_salt_pannes: 2019-05-28,56159326,SG,(Missing),2,14,14,4,median freqsd of run > 0.05 kHz,TRUE
24,33204,21598,Northbluff Point: 2019-08-09,45336504,SG,N,87,13,13,4,excessive burstSlop,TRUE
24,33204,21598,Northbluff Point: 2019-08-09,62709025,SG,N,87,13,13,4,excessive burstSlop,TRUE
25,33205,21599,St. Helen: 2019-07-30,58180240,Lotek,(Missing),52,72,70,40,excessive burstSlop,TRUE
25,33205,21599,Erie Marsh 2016: 2019-07-30,61391518,Lotek,S,,20,10,1,< 3 consecutive bursts,TRUE
25,33205,21599,GA_DNR_DOCK: 2019-07-31,61366115,SG,E,417,53,53,19,excessive burstSlop,TRUE
27,33207,21601,Elk38: 2019-05-20,58770132,SG,S,1058,256,14,2,< 3 consecutive bursts,TRUE
27,33207,21601,Burntpoint: 2019-06-02,58208593,SG,W,1094,31,3,3,run length of 3,TRUE
27,33207,21601,Burntpoint: 2019-06-02,58208594,SG,E,919,20,3,3,run length of 3,TRUE
27,33207,21601,Burntpoint: 2019-06-02,58208597,SG,E,919,20,4,3,excessive burstSlop,TRUE
27,33207,21601,Burntpoint: 2019-06-02,58208598,SG,W,1094,31,3,3,run length of 3,TRUE
27,33207,21601,Burntpoint: 2019-06-02,58208601,SG,W,1094,31,6,5,excessive burstSlop,TRUE
27,33207,21601,Burntpoint: 2019-06-02,58208602,SG,E,919,20,5,4,excessive burstSlop,TRUE
27,33207,21601,Burntpoint: 2019-06-02,58208604,SG,E,919,20,4,3,excessive burstSlop,TRUE
27,33207,21601,Burntpoint: 2019-06-02,58208603,SG,W,1094,31,6,5,excessive burstSlop,TRUE
27,33207,21601,Burntpoint: 2019-06-02,58208606,SG,W,1094,31,4,4,excessive burstSlop,TRUE
29,33209,21603,Harrington: 2019-05-22,57969245,SG,W,156,10,6,4,excessive burstSlop,TRUE
29,33209,21603,Harrington: 2019-05-22,57969247,SG,E,840,7,4,2,< 3 consecutive bursts,TRUE
29,33209,21603,Burntpoint: 2019-06-02,58208607,SG,W,11750,20,3,3,run length of 3,TRUE
29,33209,21603,Burntpoint: 2019-06-02,58208609,SG,W,11750,20,4,4,excessive burstSlop,TRUE
29,33209,21603,Burntpoint: 2019-06-02,58208611,SG,W,11750,20,9,8,median freqsd of run > 0.05 kHz,TRUE
29,33209,21603,Lemoine Point C.A.: 2019-08-10,58184512,SG,W,143,14,14,13,excessive burstSlop,TRUE
29,33209,21603,TRUS: 2019-08-10,58658187,Lotek,W,,27,27,1,< 3 consecutive bursts,TRUE
29,33209,21603,NAPA: 2019-08-10,61108309,Lotek,S,,14,14,1,< 3 consecutive bursts,TRUE
29,33209,21603,BlackrockNew: 2019-08-10,52927115,Lotek,W,,24,24,1,< 3 consecutive bursts,TRUE
29,33209,21603,Awala-Yalimapo: 2019-08-26,53779803,SG,W,20,3,3,3,run length of 3,TRUE
29,33209,21603,Awala-Yalimapo: 2019-08-26,53779804,SG,N,26,3,3,3,run length of 3,TRUE
29,33209,21603,Awala-Yalimapo: 2019-08-30,53779884,SG,S,316,348,5,2,< 3 consecutive bursts,TRUE
31,33211,21605,Edisto Beach State Park: 2019-05-07,42788864,SG,E,1154,4,4,4,median freqsd of run > 0.05 kHz,TRUE
32,33212,21606,SGL 228: 2019-05-23,58762956,SG,E,175,9,9,6,excessive burstSlop,TRUE
32,33212,21606,Lemoine Point C.A.: 2019-05-23,58183933,SG,E,32,6,4,1,< 3 consecutive bursts,TRUE
32,33212,21606,BlackrockNew: 2019-08-01,52926754,Lotek,E,28,18,8,1,< 3 consecutive bursts,TRUE
32,33212,21606,BlackrockNew: 2019-08-01,52926761,Lotek,W,24,19,6,1,< 3 consecutive bursts,TRUE
32,33212,21606,BlackrockNew: 2019-08-01,52926766,Lotek,W,24,19,7,1,< 3 consecutive bursts,TRUE
33,33213,21607,Hullet Provincial Wildlife Area: 2019-05-20,61013877,SG,S,7440,22,5,2,median freqsd of run > 0.05 kHz,TRUE
33,33213,21607,Hullet Provincial Wildlife Area: 2019-05-20,61013878,SG,S,7440,22,7,3,median freqsd of run > 0.05 kHz,TRUE
33,33213,21607,Hullet Provincial Wildlife Area: 2019-05-20,61013879,SG,E,11666,12,6,2,< 3 consecutive bursts,TRUE
33,33213,21607,Churchill - 4 Mile Beach : 2019-06-07,45780104,SG,W,14511,5,3,3,run length of 3,TRUE
33,33213,21607,Nockamixon: 2019-07-19,58724351,SG,N,4,5,5,4,median freqsd of run > 0.05 kHz,TRUE
33,33213,21607,"Pea Island NWR, NC: 2019-07-20",43316702,SG,W,257,12,6,2,< 3 consecutive bursts,TRUE
34,33214,21608,Edisto Beach State Park: 2019-05-14,42788874,SG,E,295,8,3,3,run length of 3,TRUE
34,33214,21608,Fortescue: 2019-07-23,54082392,SG,S,46,3,3,3,run length of 3,TRUE
34,33214,21608,Wetland: 2019-08-03,61023572,SG,N,2530,3,3,3,run length of 3,TRUE
34,33214,21608,Wetland: 2019-08-27,61023635,SG,W,,3,3,3,run length of 3,TRUE
37,33217,21611,GA_OSS_DOCK: 2019-05-09,39687348,SG,E,10961,3,3,3,run length of 3,TRUE
39,33219,21613,Elk38: 2019-05-20,58770129,SG,S,3529,50,3,3,run length of 3,TRUE
41,33221,21615,"Cape Romain NWR, SC (Bulls Island): 2019-05-11",39587778,SG,E,8,4,4,2,< 3 consecutive bursts,TRUE
55,33235,21629,GA_OSS_DOCK: 2019-05-23,55673933,SG,E,21418,3,3,3,run length of 3,TRUE
55,33235,21629,GA_DNR_DOCK: 2019-05-24,61366107,SG,E,602,23,23,10,median freqsd of run > 0.05 kHz,TRUE
55,33235,21629,GA_OSS_DOCK: 2019-05-25,55673934,SG,E,9986,34,16,16,excessive burstSlop,TRUE
55,33235,21629,Johnstons Point: 2019-08-22,54181194,SG,E,142,14,3,3,run length of 3,FALSE
56,33236,21630,Pickering OPG: 2019-05-21,53982631,SG,W,126371,5,5,2,< 3 consecutive bursts,TRUE
57,33237,21631,Dewees Island: 2019-05-25,59365553,SG,S,3,29,29,27,excessive burstSlop,TRUE
62,33241,21635,Brechin: 2019-05-22,61735838,SG,E,,31,31,14,excessive burstSlop,TRUE
62,33241,21635,Uphill: 2019-05-22,48012920,SG,S,462,21,3,3,run length of 3,TRUE
62,33241,21635,Uphill: 2019-05-22,48012926,SG,E,94,8,5,2,< 3 consecutive bursts,TRUE
62,33241,21635,Uphill: 2019-05-22,48012927,SG,S,462,21,5,2,< 3 consecutive bursts,TRUE
62,33241,21635,Uphill: 2019-05-22,48012925,SG,W,140,15,5,3,excessive burstSlop,TRUE
62,33241,21635,Uphill: 2019-05-22,48012928,SG,W,140,15,7,4,excessive burstSlop,TRUE
62,33241,21635,Lookoff: 2019-06-10,61510769,SG,N,,170,3,3,run length of 3,FALSE
62,33241,21635,Jay Drasher: 2019-07-08,59808226,SG,W,144192,12235,7,2,median freqsd of run > 0.05 kHz,FALSE
62,33241,21635,Jay Drasher: 2019-07-09,59825158,SG,W,238137,9395,4,1,median freqsd of run > 0.05 kHz,FALSE
62,33241,21635,Lookoff: 2019-10-12,61531726,SG,N,,270,3,3,run length of 3,FALSE
62,33241,21635,Lookoff: 2019-10-26,61547744,SG,N,,606,4,1,flagged by motusFilter,FALSE
62,33241,21635,Lookoff: 2019-11-20,61593969,SG,N,,1602,3,3,run length of 3,FALSE
64,33243,21637,Grain Elevator: 2019-05-25,43319813,SG,E,2894,39,4,3,excessive burstSlop,TRUE
64,33243,21637,Grain Elevator: 2019-05-25,43319815,SG,W,3476,22,10,9,excessive burstSlop,TRUE
64,33243,21637,Grain Elevator: 2019-05-25,43319818,SG,W,3476,22,8,8,excessive burstSlop,TRUE
64,33243,21637,Russell Reid PS: 2019-07-30,50771179,SG,E,16552,7,7,2,< 3 consecutive bursts,TRUE
64,33243,21637,Russell Reid PS: 2019-07-30,50771180,SG,W,700,3,3,3,run length of 3,TRUE
64,33243,21637,Connex Village: 2019-07-30,55674422,SG,W,4282,4,4,2,< 3 consecutive bursts,TRUE
64,33243,21637,Connex Village: 2019-07-30,55674421,SG,E,,3,3,3,run length of 3,TRUE
64,33243,21637,"Cape Romain NWR, SC (Bulls Island): 2019-08-01",49728608,SG,E,41,8,8,6,hit with high freqSD,TRUE
66,33245,21639,Seneca Meadows: 2019-05-20,55101664,Lotek,E,,7,7,1,< 3 consecutive bursts,TRUE
67,33246,21640,UNF: 2019-05-14,51570585,Lotek,(Missing),4784,429,4,1,flagged by motusFilter,FALSE
