motusTagID,spp,age,tagDeployID,start_recvSiteName,start_recvDeployID,start_recvDeployLat,start_recvDeployLon,start_time,end_recvSiteName,end_recvDeployID,end_recvDeployLat,end_recvDeployLon,end_time,traj_len,traj_net_disp,traj_dur_h,traj_straightness,groundspeed_net,groundspeed_traj,brng_init,uwind,vwind,tailwind,keep
23593,Red Knot,ASY,11019,"Cape Romain NWR, SC (Bulls Island)",2878,32.9071,-79.6134,2017-05-07T00:00:33Z,"Cedar Island NWR, NC",2625,34.9566,-76.2786,2017-05-07T04:49:12Z,383035.0191,383035.0191,4.810730083,1,22.11693747,22.11693747,52.67663792,6.5,1.5,6.078440169,TRUE
23593,Red Knot,ASY,11019,"Pea Island NWR, NC",3048,35.7167,-75.4938,2017-05-08T00:36:39Z,AVNJ,3477,39.091945,-74.717929,2017-05-08T06:40:43Z,380844.6415,380844.6415,6.067704194,1,17.43495971,17.43495971,10.15721344,6.199997,-0.5,0.60120399,TRUE
23593,Red Knot,ASY,11019,Fortescue,3966,39.2224,-75.1661,2017-05-21T22:14:59Z,WNERR,4386,43.3351,-70.5492,2017-05-22T11:06:18Z,947645.0719,598325.0126,12.85529425,0.631380915,12.92863385,20.47675744,38.75646459,-3.9000092,5.300003,1.691565318,TRUE
23593,Red Knot,ASY,11019,Reed,3967,39.1268,-74.8913,2017-05-21T12:10:37Z,BISE,3271,41.1532,-71.5527,2017-05-22T06:04:26Z,614053.578,362684.5397,17.89687278,0.590639893,5.629235159,9.530739836,50.59424636,-5.699997,-0.30000305,-4.594660081,FALSE
23593,Red Knot,ASY,11019,Norbury,3998,39.0533,-74.9253,2017-05-21T08:49:23Z,Fannie Stebbins,3114,42.0326,-72.6,2017-05-21T23:36:47Z,453503.4446,385001.2936,14.78981556,0.848948995,7.230976165,8.517562546,30.02030692,-4.699997,0.5,-1.918516896,FALSE
23593,Red Knot,ASY,11019,Fannie Stebbins,3114,42.0326,-72.6,2017-05-21T23:38:17Z,WNERR,4386,43.3351,-70.5492,2017-05-22T11:06:18Z,459425.7014,221773.1795,11.46701667,0.482718269,5.372248315,11.12915888,48.58495485,-0.19999695,6.599991,4.215967017,FALSE
23593,Red Knot,ASY,11019,PLIS,3468,41.1894,-72.163,2017-05-22T05:43:01Z,D'Estimauville,2237,46.843,-71.2111,2017-05-22T18:18:50Z,752259.2755,632805.0537,12.59683361,0.84120605,13.95423541,16.58836786,6.599464868,-3.699997,3.699997,3.250247441,FALSE
23593,Red Knot,ASY,11019,BISE,3271,41.1532,-71.5527,2017-05-22T06:13:48Z,D'Estimauville,2237,46.843,-71.2111,2017-05-22T18:18:50Z,700878.1615,632801.5132,12.08396603,0.902869497,14.54639956,16.11129804,2.363801654,-3.699997,3.699997,3.544244397,FALSE
23593,Red Knot,ASY,11019,RCPT,3267,42.0658,-70.2436,2017-05-22T07:57:52Z,D'Estimauville,2237,46.843,-71.2111,2017-05-22T18:18:50Z,551941.518,536393.4642,10.34932264,0.971830251,14.39690207,14.81421477,352.0828604,1,3.199997,3.031754757,FALSE
23593,Red Knot,ASY,11019,PKR_Nelson,3799,42.7466,-70.825,2017-05-22T09:39:28Z,D'Estimauville,2237,46.843,-71.2111,2017-05-22T18:18:50Z,462443.3853,456246.168,8.656064583,0.986598971,14.64118543,14.84005747,356.2957939,0,4.899994,4.889757316,FALSE
